pH,Turbidity,TDS,DO,Temperature,EC,Chlorine,Nitrate,Quality
5.38,9.54,1457.1,5.1,23.71,1535.32,1.08,0.75,Unsafe
6.58,1.05,1059.23,5.4,25.22,128.88,1.89,13.23,Unsafe
8.93,4.29,545.66,8.01,16.83,565.72,0.76,5.98,Unsafe
8.23,5.78,813.67,5.21,33.26,401.6,1.21,5.59,Unsafe
5.64,9.17,1166.51,8.6,29.2,1378.3,0.92,5.49,Unsafe
6.11,2.74,166.41,8.3,33.67,687.64,0.68,1.68,Unsafe
6.32,0.81,570.72,2.26,15.44,1767.77,1.74,3.98,Unsafe
7.6,2.1,1341.73,3.27,28.49,1724.36,1.82,10.17,Unsafe
8.03,5.01,249.71,5.47,31.15,235.35,1.29,2.44,Unsafe
8.0,6.84,839.21,2.94,31.91,1290.01,1.79,3.03,Unsafe
7.04,6.94,905.8,8.12,21.86,781.15,0.68,3.24,Unsafe
8.24,0.84,501.78,5.11,21.29,774.58,0.5,8.07,Safe
6.75,7.64,666.06,3.13,32.59,452.15,0.74,8.83,Unsafe
5.5,6.64,1374.29,6.75,26.1,655.94,1.12,6.72,Unsafe
7.26,4.13,184.55,6.9,25.67,1013.09,1.16,13.91,Unsafe
8.81,5.75,325.97,5.58,18.89,1714.03,0.83,4.97,Unsafe
8.17,7.7,1361.66,3.02,15.95,945.38,1.35,5.03,Unsafe
7.31,2.69,351.03,7.69,28.96,1683.39,1.83,7.04,Unsafe
7.59,9.41,343.97,8.23,16.22,228.15,1.26,11.2,Unsafe
8.72,1.46,918.24,8.45,22.06,1846.78,0.73,10.21,Unsafe
6.71,9.03,1478.11,3.5,32.65,1471.22,0.52,13.16,Unsafe
6.33,7.43,725.74,6.19,33.22,1003.11,1.06,10.53,Unsafe
8.91,6.64,831.38,6.91,22.08,861.88,0.2,4.7,Unsafe
8.45,0.92,1256.96,2.54,23.02,1899.9,0.89,9.4,Unsafe
6.29,9.2,1074.9,5.92,26.66,1725.25,0.98,8.84,Unsafe
6.86,3.02,1494.42,2.34,34.65,962.82,0.75,0.75,Unsafe
6.66,7.48,957.76,7.62,24.02,989.18,1.51,10.31,Unsafe
5.6,8.86,687.53,8.18,30.77,1243.5,0.71,5.04,Unsafe
8.83,2.52,567.02,6.43,24.07,1961.34,1.43,4.42,Unsafe
6.62,9.15,1482.44,8.49,17.05,684.05,1.21,6.29,Unsafe
8.5,6.16,1231.76,3.91,27.5,1960.17,1.35,3.52,Unsafe
5.76,6.62,1247.64,6.95,21.24,551.54,0.11,4.28,Unsafe
7.19,9.15,372.18,3.24,26.86,972.34,1.73,0.59,Unsafe
5.1,5.31,744.54,2.46,20.2,296.46,1.18,11.07,Unsafe
8.06,4.46,131.79,4.97,22.68,767.73,0.1,12.48,Unsafe
7.32,6.37,848.19,8.65,25.31,1987.31,0.72,6.2,Unsafe
7.5,5.58,203.3,7.79,21.84,927.47,0.81,1.36,Unsafe
5.21,0.71,375.76,6.9,34.06,1723.74,1.15,4.1,Unsafe
5.84,1.89,494.8,6.67,26.31,640.06,0.17,13.62,Unsafe
5.3,0.23,1244.07,3.81,33.96,1763.64,0.94,10.54,Unsafe
6.16,1.17,243.45,2.21,17.6,1113.34,1.45,13.9,Unsafe
7.51,7.33,1370.42,5.2,21.88,945.9,0.76,14.15,Unsafe
7.26,0.15,892.81,4.16,25.29,706.15,1.8,6.75,Unsafe
7.45,3.11,252.22,4.52,32.66,820.12,0.31,8.06,Unsafe
7.2,4.55,1481.71,2.5,23.78,1543.9,0.97,8.74,Unsafe
6.09,9.38,102.89,3.84,29.03,1723.41,0.24,3.46,Unsafe
5.98,3.34,328.13,6.05,27.36,1230.27,0.94,13.89,Unsafe
5.55,7.85,357.42,8.34,15.14,1472.11,0.13,12.53,Unsafe
8.4,4.15,1315.47,7.73,27.95,1762.94,0.39,4.48,Unsafe
7.47,1.08,586.95,4.08,26.54,630.88,0.42,11.78,Unsafe
5.75,1.08,1268.8,7.4,21.4,1569.66,1.4,10.38,Unsafe
5.71,4.38,158.98,6.81,25.63,1064.66,1.56,9.67,Unsafe
8.49,0.67,1442.05,3.0,16.17,642.92,2.0,1.78,Unsafe
7.97,5.76,1295.18,6.11,16.53,1694.25,0.12,4.58,Unsafe
7.64,4.99,766.24,7.54,29.86,326.26,1.33,8.78,Safe
6.63,7.06,314.03,2.96,31.97,993.75,1.93,2.2,Unsafe
6.05,1.94,413.15,2.45,25.39,147.99,0.39,10.8,Unsafe
8.92,5.97,418.92,2.46,26.46,416.84,1.83,2.5,Unsafe
8.19,1.83,1083.91,5.65,15.73,245.22,0.52,3.38,Unsafe
6.21,7.25,624.82,2.23,21.65,1325.41,1.07,3.0,Unsafe
8.39,3.14,104.37,5.33,34.83,940.61,1.26,4.5,Unsafe
8.04,6.18,637.78,5.7,29.33,942.04,1.42,8.54,Unsafe
6.19,8.84,900.6,3.43,18.74,642.53,1.41,1.47,Unsafe
6.71,4.93,175.35,8.79,33.62,1188.6,0.86,7.94,Unsafe
5.74,2.0,871.65,7.22,29.2,952.62,1.56,5.3,Unsafe
5.44,8.87,1187.64,4.77,29.59,1469.21,1.24,13.81,Unsafe
7.89,3.65,889.9,8.07,29.86,912.72,0.12,14.19,Unsafe
6.07,7.33,563.97,5.11,16.68,978.73,1.25,9.42,Unsafe
8.28,3.27,605.59,7.04,28.52,1584.22,1.39,9.44,Unsafe
8.98,3.05,702.56,6.18,20.52,1430.32,0.82,2.65,Unsafe
5.31,6.46,1286.56,5.24,31.41,1562.5,0.57,5.22,Unsafe
6.89,1.65,144.41,3.84,25.47,822.52,0.97,0.93,Unsafe
8.21,8.68,596.14,2.13,19.62,1828.09,0.14,6.77,Unsafe
8.16,3.94,1443.17,2.22,29.8,1552.5,0.99,11.46,Unsafe
8.04,0.29,1263.63,6.5,20.87,1114.68,1.49,12.47,Unsafe
6.4,3.12,288.79,8.09,28.22,1326.33,1.67,0.1,Unsafe
6.82,7.87,596.83,7.83,25.45,161.38,0.91,10.55,Unsafe
7.38,8.61,125.19,5.83,25.02,440.4,1.15,0.91,Unsafe
8.9,5.72,1121.42,2.27,29.81,834.25,0.5,2.74,Unsafe
6.31,3.01,244.99,2.45,29.83,230.14,1.14,8.0,Unsafe
8.69,5.33,640.29,3.27,26.44,1692.02,0.47,11.64,Unsafe
6.08,8.38,1364.25,3.52,17.64,776.43,1.82,12.99,Unsafe
8.96,3.23,291.39,4.66,23.19,1105.03,0.29,4.6,Unsafe
7.68,3.92,555.97,3.41,34.49,727.07,0.31,7.5,Unsafe
6.85,5.44,1241.81,4.12,19.48,1349.13,0.84,11.57,Unsafe
7.45,8.88,985.15,2.44,19.84,1189.38,0.41,4.58,Unsafe
6.09,5.86,1162.79,4.87,19.91,204.72,0.85,12.23,Unsafe
6.1,2.16,1442.56,5.7,20.1,1701.12,0.33,8.74,Unsafe
5.45,0.98,1378.7,7.07,22.9,467.08,1.6,0.63,Unsafe
5.46,1.04,501.24,2.47,33.44,529.3,0.31,2.24,Unsafe
6.39,9.51,518.47,8.46,17.17,1264.84,1.98,2.42,Unsafe
8.05,8.24,220.94,5.11,33.52,249.13,1.49,0.62,Unsafe
7.43,7.68,625.6,4.9,19.47,1014.99,1.73,1.84,Unsafe
5.41,5.01,1184.23,8.71,24.78,1338.33,0.78,1.35,Unsafe
8.41,6.76,461.76,5.67,31.79,1198.09,1.13,12.51,Unsafe
7.41,1.36,1259.24,3.82,29.91,735.16,1.43,7.91,Unsafe
8.84,6.25,902.44,2.19,34.7,1095.98,1.56,1.96,Unsafe
7.68,8.13,604.26,8.13,20.07,112.65,1.43,4.57,Unsafe
5.7,0.72,685.53,7.34,20.1,589.32,1.04,7.56,Unsafe
6.9,3.03,1179.33,6.53,29.49,455.56,1.96,3.94,Unsafe
7.59,1.19,542.64,5.11,34.58,1104.31,0.18,0.9,Unsafe
5.11,2.68,1103.25,7.53,34.8,1799.95,1.89,14.97,Unsafe
5.06,7.75,683.82,3.9,17.89,976.24,1.22,9.75,Unsafe
5.52,3.39,1242.16,3.54,34.56,1244.8,0.28,8.91,Unsafe
6.01,6.93,396.41,8.51,15.76,525.79,0.11,3.77,Unsafe
6.72,7.76,532.19,2.49,18.61,523.52,1.31,11.66,Unsafe
6.95,8.18,796.46,8.35,27.82,1495.48,1.52,14.77,Unsafe
5.55,8.75,1148.52,3.6,24.32,1067.39,0.73,14.76,Unsafe
7.69,6.02,320.67,8.6,27.7,986.19,1.97,3.96,Unsafe
7.38,2.88,1364.69,4.69,19.91,990.33,1.19,3.7,Unsafe
6.18,1.59,124.95,4.69,25.14,154.67,0.41,11.4,Unsafe
5.05,5.09,136.96,2.33,29.56,364.23,0.11,3.23,Unsafe
5.31,1.13,728.54,7.78,18.67,1846.49,0.6,8.31,Unsafe
6.57,9.12,1260.18,8.06,33.74,184.39,0.78,11.29,Unsafe
5.62,4.48,284.38,6.99,31.24,1478.39,1.47,13.33,Unsafe
6.51,8.74,779.59,7.16,29.98,1597.55,1.92,1.68,Unsafe
7.51,7.12,700.46,4.16,28.71,1535.66,1.46,0.77,Unsafe
7.19,8.59,1142.76,6.71,18.36,1068.01,0.43,7.42,Unsafe
5.92,8.85,399.29,2.1,33.16,419.74,1.84,13.65,Unsafe
6.38,0.63,931.63,7.09,25.9,1431.05,1.41,6.87,Unsafe
7.46,7.28,1387.45,8.42,17.1,389.76,0.28,12.4,Unsafe
8.44,2.34,177.23,3.66,33.58,1334.43,0.6,10.38,Unsafe
8.01,9.89,1338.24,2.51,27.93,1736.55,1.81,2.71,Unsafe
7.21,7.81,392.46,6.94,31.33,384.25,0.91,9.63,Unsafe
6.45,0.14,215.56,8.54,25.93,1462.09,0.83,1.73,Unsafe
6.46,9.28,546.84,8.23,31.69,1527.01,0.17,4.48,Unsafe
8.52,2.99,814.26,8.51,32.16,924.3,1.27,6.46,Unsafe
5.16,4.22,599.94,6.67,26.23,1880.25,0.8,5.35,Unsafe
8.95,6.16,285.62,4.77,24.62,1345.1,0.39,8.09,Unsafe
7.66,9.17,767.32,5.05,26.36,1499.72,0.24,1.98,Unsafe
7.72,9.28,102.86,8.43,16.75,1813.12,0.56,12.28,Unsafe
5.15,5.68,113.32,6.68,33.31,616.21,0.37,4.35,Unsafe
7.42,3.24,1263.8,6.31,31.87,313.31,1.67,11.49,Unsafe
6.94,2.86,895.63,6.64,28.63,576.22,0.14,11.88,Unsafe
5.42,3.71,608.93,7.87,27.49,1119.59,1.35,1.91,Unsafe
6.11,1.89,664.11,2.38,16.09,234.53,0.49,8.91,Unsafe
8.56,6.73,738.66,3.17,15.17,1239.02,1.46,7.6,Unsafe
7.2,5.33,430.07,3.58,20.98,1585.04,1.55,8.65,Unsafe
6.65,7.76,1117.64,3.49,33.9,1385.79,0.47,6.7,Unsafe
5.29,1.03,530.1,5.68,30.95,1097.79,0.5,11.65,Unsafe
7.86,4.06,907.14,4.12,24.83,1085.0,1.86,2.82,Unsafe
7.81,2.47,288.39,4.58,26.42,643.69,0.51,6.18,Unsafe
7.46,5.4,138.6,5.48,30.64,1617.66,1.49,9.43,Unsafe
7.04,4.74,309.0,5.73,18.68,755.63,0.42,4.34,Safe
6.74,4.55,593.67,5.16,26.78,1096.06,1.46,10.35,Unsafe
7.37,3.22,294.59,5.93,24.1,608.52,1.87,0.8,Unsafe
5.93,7.3,1022.97,4.0,32.94,1329.36,0.57,10.36,Unsafe
8.77,4.87,328.1,6.33,23.66,1427.88,1.69,1.93,Unsafe
7.36,2.1,1238.19,4.59,24.58,1443.02,1.67,13.93,Unsafe
6.24,5.52,1214.32,8.72,30.46,1113.92,0.36,6.12,Unsafe
6.8,6.01,497.05,8.4,17.84,415.15,1.52,5.88,Unsafe
8.22,0.31,752.12,7.41,23.78,340.02,1.73,4.28,Unsafe
5.65,2.12,1056.33,7.79,34.76,148.7,0.38,2.61,Unsafe
6.17,2.5,694.08,8.81,15.86,916.95,0.73,0.8,Unsafe
7.72,2.56,209.58,3.31,34.41,869.66,1.33,0.26,Unsafe
6.26,2.46,488.4,6.5,22.09,1510.79,1.46,5.78,Unsafe
8.17,2.79,818.72,3.05,16.64,1117.72,1.33,9.02,Unsafe
5.52,2.7,1242.86,3.73,33.03,1284.45,1.14,5.35,Unsafe
8.05,8.85,196.92,4.98,27.3,873.57,0.5,9.44,Unsafe
5.27,3.26,347.11,2.89,24.76,1017.52,1.06,4.94,Unsafe
5.05,3.56,1403.46,4.39,32.74,1908.31,0.14,4.52,Unsafe
8.59,2.74,545.37,6.13,27.67,860.26,1.42,11.19,Unsafe
7.33,9.68,628.52,2.85,33.67,815.15,1.35,11.33,Unsafe
6.41,5.4,1032.24,6.32,19.51,316.56,1.95,6.1,Unsafe
5.93,6.14,615.74,4.66,22.5,1194.18,0.71,7.95,Unsafe
7.47,7.38,423.09,4.59,19.7,708.56,0.22,10.67,Unsafe
7.04,3.4,1455.84,8.25,33.54,427.92,0.23,10.56,Unsafe
8.97,9.69,829.42,4.74,26.79,948.13,0.46,6.16,Unsafe
8.93,1.61,619.44,6.94,31.12,618.37,0.37,6.66,Unsafe
7.54,4.63,1166.11,8.41,28.42,211.45,0.7,9.2,Unsafe
6.77,1.54,243.11,7.18,22.37,1639.1,1.47,7.01,Unsafe
6.96,7.92,1362.98,6.62,26.2,1427.49,1.51,1.74,Unsafe
7.73,1.16,1236.56,3.91,25.28,565.82,1.84,2.5,Unsafe
5.41,5.58,627.08,7.09,25.01,300.72,0.35,14.98,Unsafe
6.31,1.14,360.91,3.45,32.09,1288.65,1.2,14.47,Unsafe
5.3,4.58,1303.37,2.52,33.11,1381.86,0.86,3.49,Unsafe
5.29,2.88,1438.61,5.86,18.34,1547.72,0.51,10.37,Unsafe
5.78,9.04,167.03,8.45,20.22,665.58,1.71,4.41,Unsafe
6.94,0.63,1482.41,4.04,21.48,980.68,1.39,4.47,Unsafe
8.14,6.53,640.86,4.17,15.89,1849.07,0.8,10.6,Unsafe
6.94,6.98,1228.59,5.97,19.09,748.77,1.5,1.16,Unsafe
6.34,8.9,740.92,3.09,34.95,655.24,1.69,7.99,Unsafe
5.33,8.79,830.57,6.75,18.05,1679.51,0.83,0.38,Unsafe
7.2,9.77,850.32,5.34,32.7,1806.42,0.13,7.68,Unsafe
6.09,2.61,1448.71,3.2,34.1,1116.59,1.83,4.84,Unsafe
7.46,2.82,981.78,5.28,31.07,322.1,1.19,13.1,Unsafe
8.91,4.03,514.58,2.78,31.45,747.73,1.99,10.85,Unsafe
5.45,5.42,977.24,6.38,20.43,1484.58,0.84,6.01,Unsafe
5.85,3.73,226.39,2.72,15.95,1750.24,0.6,3.38,Unsafe
6.89,7.43,563.89,7.29,32.11,1815.77,1.71,6.05,Unsafe
8.87,0.18,343.27,6.79,17.56,739.34,0.98,0.4,Unsafe
8.09,0.27,948.44,2.44,34.35,994.91,1.68,13.1,Unsafe
8.59,7.19,844.52,2.55,23.67,305.07,0.36,9.88,Unsafe
6.33,8.84,1114.54,4.24,29.76,324.59,1.99,1.78,Unsafe
8.97,7.79,573.97,2.9,15.01,1864.07,1.46,4.05,Unsafe
5.41,1.26,1479.59,4.3,18.68,1500.82,1.89,14.68,Unsafe
5.21,9.36,547.99,3.44,18.6,478.96,1.45,11.51,Unsafe
8.42,5.27,173.18,6.74,16.49,603.22,0.89,10.31,Unsafe
8.71,7.45,478.61,2.89,15.07,1038.35,0.85,0.4,Unsafe
5.36,2.09,973.45,2.25,18.61,1272.26,1.61,8.19,Unsafe
5.45,5.53,1164.47,3.55,30.32,1494.0,1.28,7.85,Unsafe
5.13,3.37,438.66,4.62,18.58,1492.33,1.8,1.18,Unsafe
5.42,9.75,1192.04,2.14,31.69,1776.53,1.21,8.32,Unsafe
5.84,4.79,570.53,7.19,24.55,1196.71,1.29,6.54,Unsafe
8.88,7.58,329.67,7.21,17.3,1608.6,0.34,9.94,Unsafe
7.67,6.07,296.6,5.32,33.89,1096.42,0.17,6.81,Unsafe
8.11,1.03,1245.5,5.47,25.4,445.98,1.73,12.77,Unsafe
8.1,5.47,431.27,7.06,31.86,273.97,1.94,13.03,Unsafe
7.14,5.45,408.03,7.22,27.28,662.57,0.98,9.23,Unsafe
8.19,7.19,1335.99,6.58,20.86,1247.32,0.29,6.89,Unsafe
7.38,3.29,610.52,2.7,29.57,1178.85,1.7,8.49,Unsafe
6.26,8.62,1486.45,6.12,24.63,106.15,0.73,1.26,Unsafe
7.24,6.26,477.26,6.11,33.8,1572.82,0.33,10.66,Unsafe
7.13,0.49,1024.42,4.74,21.46,503.87,1.47,14.31,Unsafe
8.29,7.1,372.31,3.17,31.14,1599.07,1.74,7.2,Unsafe
8.93,9.08,369.53,8.54,19.99,893.65,0.14,2.73,Unsafe
6.64,6.86,1232.59,7.5,21.75,1176.67,0.49,9.72,Unsafe
8.05,3.86,1396.16,5.09,20.69,1781.92,0.16,11.86,Unsafe
5.4,5.95,1352.08,4.01,32.11,502.8,1.91,10.52,Unsafe
8.11,1.8,1267.38,4.91,31.15,196.21,0.37,9.27,Unsafe
6.49,6.05,916.59,5.35,22.72,362.11,0.63,6.36,Unsafe
5.16,5.06,258.4,7.44,33.24,321.22,0.16,12.37,Unsafe
6.45,0.36,572.63,2.32,29.35,290.21,0.89,12.27,Unsafe
7.44,3.29,493.46,6.79,17.11,1822.97,1.36,8.71,Unsafe
5.48,1.99,450.93,6.45,18.49,102.51,0.29,3.4,Unsafe
8.7,3.97,1462.55,6.66,26.01,802.4,0.9,10.15,Unsafe
5.31,2.49,309.36,6.99,22.07,631.0,1.95,0.58,Unsafe
8.72,8.36,756.9,8.69,30.65,1658.81,1.27,5.12,Unsafe
7.83,7.01,1396.64,7.6,28.52,609.09,1.79,4.08,Unsafe
6.32,7.43,184.77,6.01,27.27,810.57,0.39,4.67,Unsafe
6.56,3.67,1143.88,5.03,30.84,1967.03,0.38,3.62,Unsafe
7.96,0.13,953.28,7.97,24.23,1650.87,1.46,12.02,Unsafe
7.41,2.27,604.29,8.94,20.16,438.94,0.49,4.48,Safe
7.69,7.58,1413.46,8.81,15.48,147.74,0.36,14.06,Unsafe
6.56,6.07,569.22,5.86,21.35,1522.3,1.16,12.21,Unsafe
6.95,5.43,364.15,6.57,25.87,929.25,1.11,12.04,Unsafe
8.96,2.88,1114.31,7.74,34.39,1729.36,0.8,14.73,Unsafe
5.86,0.85,565.53,4.87,32.8,166.83,0.18,1.31,Unsafe
6.67,7.87,501.61,6.91,23.96,1424.99,1.49,8.81,Unsafe
6.17,0.48,1403.68,4.64,22.0,1531.3,1.0,8.5,Unsafe
8.06,0.69,530.84,6.34,16.86,1480.59,0.68,9.02,Safe
8.06,3.02,904.26,3.03,27.78,1933.95,0.37,5.97,Unsafe
6.17,5.77,1016.4,7.41,24.9,1414.26,1.97,3.63,Unsafe
5.33,9.92,779.48,2.64,15.62,1540.62,0.49,11.95,Unsafe
5.05,1.0,535.68,2.95,18.6,292.47,1.89,13.46,Unsafe
6.71,4.78,859.31,7.79,21.88,570.47,0.26,4.79,Safe
6.64,6.06,659.55,5.91,34.94,1626.84,1.87,4.75,Unsafe
8.95,8.25,149.69,5.53,26.32,1713.3,1.55,5.31,Unsafe
6.88,6.93,532.54,8.17,23.1,1580.75,0.42,7.84,Unsafe
6.03,8.1,920.93,4.32,24.96,724.88,0.21,7.7,Unsafe
8.56,5.27,117.76,4.33,17.63,503.97,1.82,11.09,Unsafe
6.96,4.4,1009.94,5.73,29.93,1953.3,1.28,6.67,Unsafe
7.4,6.23,143.43,7.9,32.35,1417.59,0.97,13.1,Unsafe
5.38,9.02,888.03,3.45,31.03,184.32,0.97,14.22,Unsafe
6.53,5.55,185.39,4.05,34.45,1796.82,1.76,1.31,Unsafe
8.78,6.1,1287.07,7.09,32.6,497.47,0.64,13.87,Unsafe
7.36,3.45,1374.59,8.92,24.32,641.1,0.98,2.94,Unsafe
6.38,6.0,960.13,6.88,15.79,1150.27,0.43,0.77,Unsafe
7.5,6.31,277.09,5.94,22.11,1655.69,0.21,2.59,Unsafe
8.64,7.56,1365.0,8.13,17.49,1093.7,1.13,14.79,Unsafe
6.1,5.76,1119.51,4.86,31.07,1056.98,1.52,1.19,Unsafe
7.02,2.06,1330.7,6.75,32.2,1295.56,1.4,2.01,Unsafe
8.83,5.86,749.43,3.68,23.16,533.77,0.82,1.48,Unsafe
5.69,3.05,690.37,4.77,17.68,887.04,0.83,2.07,Unsafe
7.88,0.96,929.97,7.03,30.28,712.23,0.48,5.78,Unsafe
7.46,8.27,737.79,6.25,22.16,518.44,0.84,8.81,Unsafe
7.72,0.75,338.94,8.33,25.33,1554.81,0.33,13.68,Unsafe
6.4,6.35,1255.44,3.45,15.32,1915.76,1.88,3.45,Unsafe
6.26,9.89,366.64,5.43,31.17,1886.46,0.32,4.37,Unsafe
7.74,0.97,1144.99,2.37,34.28,358.4,0.73,5.26,Unsafe
5.86,2.28,1347.16,8.78,26.31,149.66,0.69,12.03,Unsafe
6.68,7.63,840.88,6.23,19.0,700.59,0.37,0.92,Unsafe
5.75,1.06,454.24,3.27,26.84,1502.46,0.39,3.1,Unsafe
5.03,8.34,130.07,7.96,33.58,466.38,0.96,2.22,Unsafe
8.88,0.1,1016.38,2.78,22.11,228.58,0.72,9.04,Unsafe
6.73,8.91,874.62,8.19,29.57,1403.76,0.76,10.81,Unsafe
8.88,0.76,1067.63,2.28,31.92,1259.87,0.33,4.1,Unsafe
5.56,9.23,1431.89,8.58,18.28,1921.12,0.12,14.75,Unsafe
7.35,8.66,732.05,4.08,24.14,1040.02,0.11,7.52,Unsafe
5.8,5.44,1041.66,4.57,15.28,1389.08,1.36,1.3,Unsafe
8.16,7.8,299.42,6.4,32.38,1235.91,0.94,11.68,Unsafe
8.13,0.84,295.39,8.6,28.26,160.1,1.85,4.16,Unsafe
5.45,1.44,790.68,3.35,19.91,1696.17,0.29,13.55,Unsafe
8.65,3.76,921.47,4.51,32.67,1643.87,0.34,13.37,Unsafe
5.78,5.42,1478.4,6.74,16.15,409.19,0.33,4.27,Unsafe
7.45,8.7,896.29,2.49,16.3,1055.43,0.34,1.65,Unsafe
8.94,5.47,1384.23,4.38,18.82,1109.38,1.54,14.82,Unsafe
8.53,6.69,1202.53,6.43,20.59,1536.28,0.11,5.33,Unsafe
8.83,6.83,1358.9,5.06,28.91,1514.04,0.38,12.71,Unsafe
6.37,8.79,1300.32,8.85,29.97,601.56,0.94,3.52,Unsafe
5.42,7.79,858.71,8.83,17.14,1019.85,0.49,0.35,Unsafe
5.75,9.77,100.04,8.49,32.66,575.18,1.64,12.19,Unsafe
7.0,0.3,737.22,8.69,30.39,1332.01,0.94,8.83,Unsafe
8.17,2.16,407.21,8.67,27.95,833.95,1.25,9.64,Safe
5.6,9.31,1099.89,7.89,15.27,1797.66,1.07,10.62,Unsafe
7.64,7.94,376.99,8.64,16.91,139.92,0.93,5.77,Unsafe
6.29,2.75,762.27,2.06,26.09,781.97,0.63,1.88,Unsafe
6.36,9.75,134.31,7.48,30.76,1523.23,1.75,7.25,Unsafe
7.65,8.71,226.48,5.75,30.64,303.14,0.6,8.97,Unsafe
6.87,0.74,649.48,5.28,30.01,1304.57,1.88,14.97,Unsafe
8.25,8.13,1122.19,2.89,20.91,488.04,0.64,12.04,Unsafe
5.62,7.87,1043.07,4.49,17.63,1793.51,0.34,1.6,Unsafe
8.16,2.29,698.72,4.69,16.22,237.93,0.88,4.55,Unsafe
5.26,6.73,367.03,3.52,24.84,1139.42,1.24,8.79,Unsafe
5.78,9.71,528.3,8.62,23.91,577.54,0.1,8.35,Unsafe
7.62,6.79,791.54,6.27,27.29,311.27,1.2,14.15,Unsafe
8.42,8.16,1428.0,8.76,27.12,1947.5,2.0,13.03,Unsafe
6.01,1.08,996.34,6.11,31.85,770.53,1.29,1.68,Unsafe
6.31,7.3,278.58,5.7,30.42,777.33,0.82,11.58,Unsafe
7.15,2.13,1226.03,4.71,26.95,752.81,0.14,3.8,Unsafe
5.85,0.81,1109.56,3.38,34.08,583.53,1.34,3.55,Unsafe
8.24,5.57,1343.9,3.27,24.46,1894.76,1.7,14.34,Unsafe
8.09,7.53,955.71,7.09,34.11,1235.08,0.89,9.66,Unsafe
5.58,5.51,533.91,7.68,19.73,736.25,0.39,3.76,Unsafe
6.86,9.32,1286.61,2.25,34.84,596.06,1.93,4.35,Unsafe
8.1,6.99,908.21,2.73,28.05,1250.32,1.21,9.81,Unsafe
6.35,1.26,1083.8,7.15,15.21,754.31,0.82,6.58,Unsafe
7.53,9.35,757.66,3.2,20.23,704.08,0.88,14.8,Unsafe
5.2,1.61,1226.27,4.66,31.19,242.89,1.56,4.42,Unsafe
7.43,7.61,975.85,7.54,18.47,1856.82,1.55,13.99,Unsafe
5.61,1.57,1346.77,8.11,26.8,301.04,0.57,7.05,Unsafe
8.32,9.99,590.05,8.4,27.49,1854.38,1.46,3.45,Unsafe
6.42,3.39,1286.12,4.38,17.82,572.86,1.2,8.68,Unsafe
6.13,5.01,1204.0,6.2,28.52,753.16,0.21,11.83,Unsafe
8.36,4.72,617.8,5.36,17.34,852.18,0.5,4.53,Safe
5.2,1.11,1325.99,6.98,23.4,1272.6,0.53,9.27,Unsafe
6.59,4.99,930.06,7.18,22.87,714.11,0.79,9.69,Safe
6.48,1.58,620.68,3.57,19.75,957.99,0.88,2.22,Unsafe
6.14,8.04,485.89,8.6,16.31,131.88,0.73,2.92,Unsafe
8.65,9.59,222.75,5.41,19.25,284.01,1.5,14.61,Unsafe
8.0,8.1,229.48,3.58,25.43,1543.56,1.64,11.03,Unsafe
5.26,4.37,1197.96,3.96,26.34,672.24,1.04,8.13,Unsafe
7.86,0.12,639.69,2.98,15.44,485.09,1.57,2.13,Unsafe
7.11,0.46,832.59,3.2,31.67,1928.86,0.67,9.35,Unsafe
8.6,5.0,1268.72,7.98,32.5,414.03,1.64,5.83,Unsafe
6.25,6.83,1016.62,7.87,26.38,581.56,0.95,1.01,Unsafe
7.3,8.21,1419.21,5.07,34.62,698.63,1.63,3.2,Unsafe
7.0,6.04,832.56,5.48,34.95,860.43,1.07,14.34,Unsafe
6.96,9.79,255.58,2.46,16.72,1432.63,1.88,14.2,Unsafe
6.82,4.99,586.07,3.68,34.25,614.28,1.27,2.18,Unsafe
5.82,6.04,292.79,3.66,23.89,1847.14,1.78,14.76,Unsafe
8.02,2.38,1146.56,7.88,27.17,1932.15,0.21,0.35,Unsafe
6.81,3.46,752.87,5.05,21.16,279.88,1.37,2.7,Safe
8.83,6.86,180.32,2.27,20.03,1073.83,1.2,3.1,Unsafe
6.04,6.06,123.16,3.87,32.32,725.22,1.13,5.18,Unsafe
7.73,3.76,177.68,5.16,28.89,718.2,0.27,6.88,Safe
8.76,1.21,1041.09,3.19,31.88,1119.77,1.42,11.74,Unsafe
7.65,3.49,381.47,2.47,15.73,1207.35,1.5,7.59,Unsafe
8.49,0.54,1188.76,3.12,34.42,371.72,1.94,10.6,Unsafe
8.31,5.85,818.27,3.66,27.08,1295.38,1.2,5.15,Unsafe
6.44,3.3,912.89,5.44,28.37,1092.83,1.36,13.63,Unsafe
7.4,3.86,337.49,7.36,16.89,1535.78,1.28,13.26,Unsafe
5.63,5.79,1328.76,3.64,23.79,451.16,0.96,10.62,Unsafe
7.14,5.85,760.05,7.73,25.28,327.25,1.47,8.48,Unsafe
5.92,5.92,677.16,7.85,32.42,851.98,1.34,3.81,Unsafe
7.97,4.97,1213.5,6.68,16.51,1207.51,0.8,9.79,Unsafe
7.11,4.93,145.52,5.65,23.03,561.35,0.68,10.99,Unsafe
6.64,8.23,825.35,2.95,23.49,167.31,1.33,14.66,Unsafe
6.08,4.73,1108.3,5.87,28.13,1070.4,1.66,5.37,Unsafe
8.99,5.41,1213.53,5.03,29.39,678.43,1.3,9.04,Unsafe
